cluster,loci1_chromosome,loci1_position,loci2_chromosome,loci2_position
8,13,98538058,13,98285172
8,13,74958379,13,74958379
8,13,109226700,13,109410285
8,13,29322043,13,29965512
8,13,23047953,13,23076033
8,13,78074694,13,78094182
8,13,112391975,13,112391975
8,13,29778167,13,27049026
8,13,29780238,13,29811625
8,13,48721047,10,13669601
9,13,24823132,13,24941149
9,13,76385686,13,76375133
9,13,26521955,13,26546414
9,13,26529067,13,26727152
9,13,27949505,13,27906988
9,13,51590098,13,51615842
9,13,48794823,13,45860634
9,13,49792910,13,50481674
9,13,27818272,13,27818272
9,13,27819046,13,27850236
9,13,26602739,13,26651703
9,13,59706542,13,59305280
9,13,49041879,13,49041879
9,13,44613574,13,44534005
9,13,109195201,13,109423711
9,13,98245708,13,97687942
9,13,28077114,13,28095368
9,13,98385854,13,98309829
9,13,26515363,13,27003851
9,13,113551866,13,113964745
9,13,78094076,13,78094076
9,13,26555077,13,26555077
9,13,24857798,13,24395581
9,13,62596718,13,62889186
9,13,51472253,13,30002555
9,13,102059415,13,102091792
9,13,51399535,13,50445542
9,13,112917815,13,112858694
9,13,109949584,13,112272880
9,13,113849491,13,113643548
9,13,112856340,13,112883467
9,13,28004878,13,28110674
9,13,40259718,13,40259718
9,13,26651703,13,26602739
9,13,45594356,13,45581340
9,13,24941149,13,24823132
9,13,109965629,13,110446750
9,13,97968321,13,97968321
9,13,112422714,13,112391975
9,13,29833162,13,29821771
9,13,49107626,13,49947798
9,13,98428268,13,98435202
9,13,30681495,13,31700728
9,13,94832467,13,94753809
10,13,102091792,13,102059415
10,13,97480433,13,97857636
10,13,26717212,13,26727152
10,13,36447238,13,36447238
10,13,36457280,13,29972219
10,13,94631471,13,95239308
10,13,94687505,13,94734530
10,13,99007156,13,99709112
10,13,72203406,13,74814146
10,13,40399552,13,40399395
10,13,40412751,13,40430279
10,13,112259837,13,112286868
10,13,113313736,13,112953149
10,13,113313790,13,111832129
10,13,113322171,13,113066024
10,13,113324690,13,113938715
10,13,112883467,13,112856340
10,13,112894430,13,113150431
10,13,112953149,13,113313736
10,13,114030231,13,113426532
10,13,114045756,13,113485469
10,13,114072280,13,114113343
10,13,114113343,13,114072280
10,13,41774193,13,40625203
10,13,26734296,13,26734296
10,13,40430279,13,40412751
11,13,112729765,13,113068834
11,13,112347447,13,111801898
11,13,112595208,13,111928425
11,13,107362675,13,92707787
11,13,107362675,22,19454942
11,13,107364348,9,132992265
11,13,107364348,9,133082699
11,13,107364732,9,132669282
11,13,107334868,9,133093802
11,13,107334868,13,92710840
11,13,107334868,22,21898959
11,13,107336631,9,133003841
11,13,107336631,9,133139744
11,13,107336631,13,89818500
11,13,107336631,13,91895163
11,13,107336631,13,92695669
11,13,107336631,13,107314783
11,13,107336631,22,15640535
11,13,107336631,22,17964488
11,13,107336667,9,133059275
11,13,107336667,13,92762544
11,13,107339292,13,92704586
11,13,107297795,13,92815595
11,13,107301292,9,132887171
11,13,107299878,13,92687378
11,13,107299878,13,92796204
11,13,107299878,13,92798015
11,13,107303376,9,132848012
11,13,107303376,9,133072643
11,13,107303376,13,89667674
11,13,107303376,13,91882628
11,13,107303376,22,21274241
11,13,107303455,9,133035271
11,13,107303455,13,92750659
11,13,107304578,9,132994144
11,13,107304578,9,133044068
11,13,107321256,9,132703858
11,13,107321256,13,92807485
11,13,107321777,13,89893003
11,13,107321777,13,90583937
11,13,107322666,13,91762585
11,13,107325711,9,132949014
11,13,107325711,9,132990153
11,13,107325711,9,133003470
11,13,107326287,13,90917798
11,13,107326287,13,92008669
11,13,107326287,13,92039195
11,13,107328050,13,92751432
11,13,107329332,13,91813180
11,13,107340386,13,91899120
11,13,107343047,9,132984767
11,13,113418668,13,113114483
11,13,113426532,13,114030231
11,13,112803545,13,112803545
11,13,97888578,13,97622537
11,13,113114483,13,113418668
11,13,107389130,13,107353974
11,13,107391308,9,133136000
11,13,107391584,9,132949493
11,13,107394023,13,92770129
11,13,107380169,22,21891668
11,13,80004837,13,89232105
11,13,80026407,13,89305390
11,13,80026407,13,92798071
11,13,80028276,9,132828724
11,13,80028276,13,89611300
11,13,80035729,13,89383843
11,13,80035890,13,90284547
11,13,80037111,9,133008329
11,13,80037111,13,107428276
11,13,80046980,13,80366446
11,13,80049130,13,89308886
11,13,80056438,9,132784808
11,13,80059590,13,89413021
11,13,80065944,5,134292454
11,13,80069755,13,90639075
11,13,80072845,9,132976661
11,13,80073270,13,89253097
11,13,80091246,13,107435472
11,13,80091468,6,101081463
11,13,80091579,13,91913325
11,13,80092151,13,90768613
11,13,80095425,9,132903144
11,13,80095425,13,92038935
11,13,80095536,13,89914844
11,13,80098963,9,133059814
11,13,80098963,13,89687364
11,13,80098963,13,89828792
11,13,80098963,13,91754850
11,13,80102237,13,91872694
11,13,80102237,13,91937811
11,13,113095540,13,113071739
11,13,99381370,13,99504503
11,13,99393504,13,99940288
11,13,110802902,13,110117490
11,13,112176523,13,110739444
11,13,29638766,13,30226599
11,13,26859343,13,27688407
11,13,26867578,13,27442121
11,13,26866589,13,27256956
11,13,97857636,13,97870305
11,13,97870305,13,97857636
11,13,113485469,13,114045756
11,13,113514423,13,113070624
11,13,112719629,13,112525008
11,13,98201987,13,96882368
11,13,98215599,13,98176732
11,13,107352810,9,132828989
11,13,107348280,9,132797425
11,13,107352301,9,133011228
11,13,107352301,9,133045172
11,13,107352301,13,90341654
11,13,107352301,13,90655923
11,13,107352301,13,92020348
11,13,107353974,13,107357973
11,13,107352982,9,133042196
11,13,107352982,13,80305315
11,13,107354030,9,133029453
11,13,107358676,13,92736206
11,13,107359724,9,133009575
11,13,107359724,13,92787801
11,13,107371254,9,132771044
11,13,107371742,13,92768803
11,13,107371742,22,21788995
11,13,107387233,9,133093802
11,13,107396195,9,133115978
11,13,107397253,13,92798132
11,13,107397253,22,21501175
11,13,107397253,22,21660438
11,13,107401566,13,89873829
11,13,107401566,13,91842070
11,13,107406267,13,90972682
11,13,107406267,13,91893150
11,13,107406267,13,92732631
11,13,107407976,9,133023496
11,13,107407976,13,80262377
11,13,107414684,9,132951449
11,13,107417071,9,133050241
11,13,107417071,13,91754850
11,13,107420277,13,92801669
11,13,107423784,9,133102190
11,13,107425487,9,133139980
11,13,107425487,22,21908594
11,13,107428276,9,133044068
11,13,107428276,13,80037111
11,13,107428276,13,91935272
11,13,107428276,13,92797030
11,13,107430492,9,132900709
11,13,107433281,9,132670864
11,13,107435472,9,133139980
11,13,107435472,13,80091246
11,13,107436608,13,92679466
11,13,107438853,13,92750722
11,13,107440662,9,133026709
11,13,107440662,9,133049702
11,13,107440662,13,89342203
11,13,107440662,13,90837255
11,13,107442907,22,21612751
11,13,107455239,9,133134186
11,13,107450032,9,132998050
11,13,107450032,13,92704586
11,13,107450032,13,92775412
11,13,107456710,9,133143724
11,13,92658543,13,90144905
11,13,92659093,10,31496895
11,13,92661555,9,132943582
11,13,92663323,9,133075202
11,13,92671684,9,133049803
11,13,92671684,13,90092380
11,13,92678346,9,133072643
11,13,92678346,13,89758742
11,13,92679466,13,107436608
11,13,92680307,13,80231957
11,13,92687378,13,91217216
11,13,92687378,13,107299878
11,13,92693939,13,90851555
11,13,92695669,13,107336631
11,13,92695669,22,21479019
11,13,92696754,9,132831875
11,13,92699644,9,132933007
11,13,92698934,13,90450965
11,13,92704316,9,132652287
11,13,92704586,13,107339292
11,13,92704586,13,107450032
11,13,92707518,13,107315672
11,13,92707787,9,133139744
11,13,92707787,13,90068684
11,13,92707787,13,107362675
11,13,92708004,1,558787
11,13,92708004,9,133115978
11,13,92709174,9,132943582
11,13,92710840,13,80181281
11,13,92710840,13,107334868
11,13,92713720,13,89679465
11,13,92717980,13,90845839
11,13,92717980,22,21442490
11,13,92722750,9,133077726
11,13,92722750,13,89847580
11,13,92722750,19,48332041
11,13,92726010,22,21640405
11,13,92729256,9,133037617
11,13,92729939,9,133115978
11,13,92730955,13,89778472
11,13,92732631,13,107406267
11,13,92733863,5,134292454
11,13,92736206,9,133042351
11,13,92736206,13,80278851
11,13,92736206,13,107358676
11,13,92736755,9,132986879
11,13,92737709,9,133019165
11,13,92741488,9,132945333
11,13,92741488,13,80357917
11,13,92743674,9,133105330
11,13,92743674,13,80249343
11,13,92743674,13,89518764
11,13,92743674,13,89861612
11,13,92749023,9,133045172
11,13,92749023,9,133067363
11,13,92749023,22,21765970
11,13,92749023,22,21870641
11,13,92750659,13,90002431
11,13,92750659,13,107303455
11,13,92750722,9,133089659
11,13,92750722,13,107438853
11,13,92751432,13,107328050
11,13,92753003,16,20078665
11,13,92753065,9,132903944
11,13,92762544,13,107336667
11,13,92768803,13,89950364
11,13,92768803,13,107313660
11,13,92768803,13,107371742
11,13,92770129,13,107394023
11,13,92770969,9,132658223
11,13,92773748,13,92802907
11,13,92775412,13,90979391
11,13,92775412,13,107450032
11,13,92776865,13,90823481
11,13,92776865,13,90899142
11,13,92781719,13,90275748
11,13,92786422,9,133012374
11,13,92783172,9,133044068
11,13,92784274,9,133131636
11,13,92787801,9,133093329
11,13,92787801,13,107359724
11,13,92787801,22,21420491
11,13,92791501,9,133059275
11,13,92796204,13,92798132
11,13,92796204,13,107299878
11,13,92796204,22,21463213
11,13,92797030,9,133093802
11,13,92797030,13,107428276
11,13,92797030,22,21524708
11,13,92802907,13,92773748
11,13,92797129,9,133043455
11,13,92798015,13,107299878
11,13,92798015,13,107313660
11,13,92798071,13,80026407
11,13,92798071,13,90692072
11,13,92801608,13,91813180
11,13,92798132,9,133131636
11,13,92798132,13,107397253
11,13,92801669,13,89734961
11,13,92801669,13,107420277
11,13,92801725,13,89553599
11,13,92803948,9,132963524
11,13,92803948,9,133139744
11,13,92803948,13,89364659
11,13,92807485,13,91206875
11,13,92807485,13,107321256
11,13,92814881,13,90173478
11,13,92815595,13,107297795
11,13,92819390,9,132997301
11,13,92820104,9,132782233
12,13,57597533,13,84126346
12,13,110085588,13,110507436
12,13,90417111,13,91041435
12,13,90417111,13,91936490
12,13,63165882,13,62678770
12,13,45811701,13,45194002
12,13,99940288,13,99393504
12,13,110446750,13,109965629
12,13,101145729,13,101160108
12,13,25425054,13,26065454
12,13,96005380,5,134290257
12,13,92034637,13,80195007
12,13,55456552,13,52501150
12,13,80249343,9,133067363
12,13,80249343,13,92743674
12,13,28175930,13,27774322
12,13,21349374,13,22452193
12,13,41073440,13,42606787
12,13,89851164,5,134290257
12,13,101160722,13,104933536
12,13,24949401,13,23768887
12,13,107722164,13,108235824
12,13,90042966,22,21538355
12,13,113172966,13,113258593
12,13,28021016,13,29246676
12,13,36114422,13,38525732
12,13,102803376,13,102803376
12,13,36638419,13,36244172
12,13,50324596,13,50315477
12,13,26359472,13,26247672
12,13,89389021,13,80341134
12,13,38570164,13,39091067
12,13,50776617,13,51218923
12,13,39986998,13,39636790
12,13,80250790,13,89291083
12,13,89634289,13,80178201
12,13,33221659,13,34590858
12,13,92841139,13,93586291
12,13,35605139,13,36136806
12,13,110507436,13,110085588
12,13,103024589,13,104178629
12,13,89687364,13,80098963
12,13,89687364,13,91114876
12,13,89449771,13,89446229
12,13,72614023,13,73033036
12,13,89827286,5,134292899
12,13,89827286,13,80287914
12,13,89827286,13,90656463
12,13,89827286,13,91798993
12,13,90100027,13,89769675
12,13,27548843,13,26963253
12,13,45874884,13,44934153
12,13,74066540,13,74726273
12,13,101921129,13,101652493
12,13,102765617,13,102424601
12,13,47221823,13,47221823
12,13,43837068,13,43802201
12,13,76282915,13,75253055
12,13,105305301,13,102733075
12,13,104874252,13,104031707
12,13,96882368,13,98201987
12,13,69493763,13,69384899
12,13,47876609,13,48349717
12,13,76530608,13,76916229
12,13,74386667,13,74732377
12,13,26314858,13,26336544
12,13,90369413,13,91096394
12,13,74172800,13,73740491
12,13,50234118,13,49254088
12,13,53328279,13,62514916
12,13,80302741,22,21622715
12,13,36503832,13,35782596
12,13,80287914,13,89827286
12,13,80287914,22,21772280
12,13,97286758,13,97734554
12,13,90004005,13,79986461
12,13,90004005,13,89642916
12,13,30153681,13,30494662
12,13,89364659,13,90873897
12,13,89364659,13,92803948
12,13,35782596,13,36503832
12,13,20703831,13,21587339
12,13,19955847,13,19657143
12,13,79986461,13,90004005
12,13,34497919,13,34324725
12,13,89956574,13,89956574
12,13,72094442,13,72094442
12,13,90284547,13,80035890
12,13,34106227,13,35186264
12,13,99284199,13,99277424
12,13,111676353,13,112419826
12,13,29170443,13,29584626
12,13,113082417,13,113064909
12,13,49368054,13,50464914
12,13,49575622,13,50287207
12,13,105112322,13,106672410
12,13,112136565,13,111102981
12,13,25635024,13,25635024
12,13,80278851,13,92736206
12,13,71195706,13,71542252
12,13,45350173,13,45956181
12,13,49186395,13,49265903
12,13,47116427,13,54572079
12,13,89323402,9,132763042
12,13,89946109,13,89925899
12,13,21520149,13,21991275
12,13,48235522,13,47724107
12,13,78275819,13,78500908
12,13,89486010,13,89794400
12,13,89486010,13,90718641
12,13,52600685,13,58531369
12,13,95954316,13,93489329
12,13,75533234,13,75697332
12,13,74726273,13,74066540
12,13,97321638,13,96987967
12,13,93746708,13,93719850
12,13,112225513,13,112854749
12,13,89537554,13,92070293
12,13,78981987,13,78957703
12,13,67037443,5,134292899
12,13,73973291,13,75509974
12,13,65621166,13,66230252
12,13,22514270,13,22462312
12,13,23431793,13,23740509
12,13,90401176,13,92036654
12,13,89463045,13,89428535
12,13,50464914,13,49368054
12,13,88897794,13,88930660
12,13,107104521,13,103421497
12,13,41820344,1,555194
12,13,41820344,13,41418014
12,13,57526098,13,57083992
12,13,89890416,13,89639947
12,13,90068647,13,89530920
12,13,29252991,13,29867071
12,13,76212402,13,76325717
12,13,52056121,13,80912237
12,13,84619187,13,84806506
12,13,40072837,5,134292454
12,13,30176319,13,29106494
12,13,71227584,13,70984293
12,13,101565921,13,100272164
12,13,113942645,13,113781282
12,13,50803521,13,49840977
12,13,24120901,13,23773010
12,13,80305315,9,133093329
12,13,80305315,13,80130862
12,13,80305315,13,90684689
12,13,80305315,13,107352982
12,13,29026489,13,29807893
12,13,37095830,13,37703762
12,13,94468733,13,94922167
12,13,24905729,13,24876521
12,13,110931077,13,112571165
12,13,49620000,13,49623412
12,13,113070624,13,113514423
12,13,90275813,13,80244782
12,13,67288662,13,68124627
12,13,88956702,13,89112718
12,13,22162429,13,23108347
12,13,45453196,13,45127064
12,13,92055355,9,132945905
12,13,90003104,9,132666746
12,13,89442212,13,80116929
12,13,73444576,13,74251422
12,13,24510450,13,25175649
12,13,68281163,1,206530968
12,13,61669562,13,66982913
12,13,23591755,13,23564008
12,13,26474232,13,27603686
12,13,82984554,13,82164992
12,13,80195983,13,89347756
12,13,80195983,13,92046708
12,13,76536310,13,76530257
12,13,80213064,13,89471407
12,13,36932886,13,37472657
12,13,90144905,13,80193813
12,13,90144905,13,92658543
12,13,80162917,13,89232105
12,13,81064181,13,80674416
12,13,112676310,13,113098235
12,13,110623664,13,110403060
12,13,49908581,13,50591580
12,13,29775888,13,29822230
12,13,89679465,13,91999734
12,13,89679465,13,92713720
12,13,80314518,13,92142422
12,13,24096204,13,24702601
12,13,80231912,13,89744728
12,13,80231912,13,90753833
12,13,80133651,9,133042196
12,13,80133651,13,89385088
12,13,89253097,13,80073270
12,13,89253097,13,90741292
12,13,89253097,13,91956973
12,13,89828792,13,80098963
12,13,89828792,13,89410901
12,13,89828792,13,89543418
12,13,50110320,13,50133518
12,13,33059637,13,33933668
12,13,34961732,13,34961313
12,13,95724655,13,96266056
12,13,97328028,13,96456948
12,13,58929227,13,52771321
12,13,90057195,9,132796367
12,13,109265719,13,109757418
12,13,111092038,13,111071219
12,13,93440669,13,93696941
12,13,53221565,13,52940793
12,13,98933762,13,99389504
12,13,74156504,13,74156504
12,13,106451358,13,104208434
12,13,32639977,13,32993004
12,13,19657143,13,19955847
12,13,34437823,13,35688206
12,13,19471771,5,134292454
12,13,89771705,13,80231957
12,13,51110870,13,51110870
12,13,33765462,13,34353978
12,13,29965512,13,29322043
12,13,90219568,13,89678242
12,13,90219568,13,90193012
12,13,62889186,13,62596718
12,13,89713234,1,555194
12,13,89713234,13,91895163
12,13,95007768,13,95025694
12,13,95281119,13,95585738
12,13,58531369,13,52600685
12,13,58394964,13,58583921
12,13,99901097,13,99954267
12,13,30908711,13,30259758
12,13,90120404,13,92086960
12,13,99504503,13,99381370
12,13,50520537,13,50520537
12,13,21587339,13,20703831
12,13,50908268,13,51205386
12,13,40376892,13,40400196
12,13,80254635,13,89830880
12,13,96576799,13,96559912
12,13,42074857,13,42074857
12,13,75775237,13,75375557
12,13,109770383,13,110841790
12,13,31684603,13,32173545
12,13,98724221,13,98831356
12,13,23076033,13,23047953
12,13,90343581,13,91214165
12,13,50287207,13,49575622
12,13,36618474,13,36677288
12,13,26576218,13,27021308
12,13,90001530,13,90179905
12,13,50444282,13,50854739
12,13,45581340,13,45594356
12,13,80141036,13,90173615
12,13,67360403,13,67343080
12,13,37336773,13,37702890
12,13,22462312,13,22514270
12,13,65620612,13,66557319
12,13,46783915,13,46846950
12,13,94912439,13,94912439
12,13,58779724,13,58747094
12,13,39111729,13,32695549
12,13,73189573,13,74694227
12,13,33505173,13,34479886
12,13,24600696,13,24933858
12,13,45549937,13,44310943
12,13,97728722,13,98124892
12,13,107863349,13,108223549
12,13,22117806,13,22636802
12,13,100322308,13,100040372
12,13,113767328,13,114054944
12,13,75253055,13,76282915
12,13,43627342,13,43613629
12,13,43627342,13,43661171
12,13,82562220,13,82562220
12,13,27223815,13,26831192
12,13,48353461,13,52472310
12,13,106968205,13,106691076
12,13,70106971,13,72561886
12,13,90375379,13,90387904
12,13,111801898,13,112347447
12,13,99947549,13,99458351
12,13,107935575,13,109577409
12,13,28165892,13,28189276
12,13,50445542,13,51399535
12,13,90029719,13,90574912
12,13,38550910,13,44445335
12,13,83495726,13,83614400
12,13,76433216,13,74131970
12,13,76433216,13,76465951
12,13,99027822,13,99038554
12,13,89667674,13,107303376
12,13,113781282,13,113942645
12,13,64397086,13,63171797
12,13,68348364,13,73171674
12,13,89280093,13,89885376
12,13,36306514,13,32629214
12,13,40984213,13,40970851
12,13,89887107,22,21160295
12,13,57829565,13,58421003
12,13,29972219,13,36457280
12,13,80195007,9,132822528
12,13,80195007,13,92034637
12,13,90006109,13,92023932
12,13,29791186,13,29626881
12,13,92046708,1,555194
12,13,92046708,13,80195983
12,13,92046708,13,89462127
12,13,37695557,13,36547287
12,13,21264178,13,21525886
12,13,47467723,5,34080053
12,13,28746720,13,28287693
12,13,30569938,13,29365094
12,13,25963445,13,22125035
12,13,34299709,13,34223031
12,13,108923957,13,108547991
12,13,89600640,13,90622668
12,13,40590218,13,40749984
12,13,102349568,13,102349568
12,13,45532314,13,44652382
12,13,50020173,13,49601390
12,13,76585646,13,76280109
12,13,80154331,13,90857173
12,13,36136806,13,35605139
12,13,110624871,13,110605168
12,13,66230252,13,65621166
12,13,52472310,13,48353461
12,13,42457333,13,46323309
12,13,89694663,13,90333305
12,13,89277903,13,80184598
12,13,100087834,13,110328956
12,13,19972849,13,20435198
12,13,90387192,13,80297661
12,13,60018523,13,60200035
12,13,80319222,13,89545042
12,13,89341094,13,90131870
12,13,89341094,13,90690614
12,13,25221304,13,25256537
12,13,72164850,13,72660643
12,13,23564008,13,23591755
12,13,33933668,13,33059637
12,13,78570179,13,77500003
12,13,39419768,13,39743605
12,13,99277424,13,99284199
12,13,50154034,13,50182191
12,13,89818500,13,107336631
12,13,26936318,13,26936318
12,13,80126896,13,89884700
12,13,49840977,13,50803521
12,13,40612500,13,40577876
12,13,51348964,13,51282809
12,13,34479886,13,33505173
12,13,76044708,13,76097931
12,13,96347767,13,95285748
12,13,89493482,13,89455718
12,13,60533429,13,60480854
12,13,31243789,13,30876744
12,13,99709112,13,99007156
12,13,60072105,13,60072105
12,13,94438996,13,94478435
12,13,89861612,13,92743674
12,13,49636268,13,49636268
12,13,106472426,13,105384364
12,13,29347677,13,29667481
12,13,90005641,22,15454952
12,13,50616089,13,51279029
12,13,74103459,13,74001206
12,13,89229666,13,90819622
12,13,102424601,13,102765617
12,13,22196193,13,21264676
12,13,22196193,13,22059789
12,13,89664613,13,80200831
12,13,89664613,13,87071919
12,13,89664613,13,91904491
12,13,74728460,13,74243526
12,13,66557319,13,65620612
12,13,89288198,13,91152536
12,13,100468919,13,99374601
12,13,83312852,13,81295540
12,13,107032209,13,107494315
12,13,66136966,13,65385190
12,13,94775875,13,94753809
12,13,73969202,13,73725760
12,13,40637094,13,40678728
12,13,24232808,13,25240366
12,13,99837820,13,101067234
12,13,111787963,13,111768991
12,13,33144314,13,33354903
12,13,89481027,13,90923894
12,13,75357395,13,95284999
12,13,44934153,13,45874884
12,13,30259758,13,30908711
12,13,45514578,13,45470500
12,13,89695839,13,89537554
12,13,80189892,18,2181938
12,13,90000085,13,91980026
12,13,109424756,13,109424756
12,13,89889694,13,89919028
12,13,29265164,13,29030393
12,13,89625499,13,89362596
12,13,89782630,9,133067363
12,13,35186264,13,34106227
12,13,50133518,13,49737238
12,13,50133518,13,50110320
12,13,67547369,13,67547369
12,13,111036246,13,111928425
12,13,89937306,9,67910589
12,13,109066935,13,106076818
12,13,90173040,13,89831360
12,13,89846047,13,89789250
12,13,28203085,13,27794180
12,13,58570406,13,58791770
12,13,39636790,13,39986998
12,13,77803174,13,77879781
12,13,47724107,13,48235522
12,13,51218923,13,50776617
12,13,89503030,13,91984628
12,13,103875406,13,104706044
12,13,89925899,13,89946109
12,13,89925899,13,92086960
12,13,30179050,13,29498545
12,13,94791436,13,94791436
12,13,89935355,13,92065350
12,13,73341036,13,74745963
12,13,27049026,13,29778167
12,13,28287693,13,28746720
12,13,110815406,13,109981371
12,13,78181373,13,77809203
12,13,24177395,13,24177395
12,13,104178629,13,103024589
12,13,60397984,13,57465088
12,13,107494315,13,107032209
12,13,24891640,13,24911024
12,13,26481809,13,26460792
12,13,50877684,7,42723266
12,13,61211509,13,60495851
12,13,50591580,13,49908581
12,13,27442121,13,26867578
12,13,48690296,13,49055225
12,13,90319201,13,91895163
12,13,56446127,13,56977918
12,13,96405146,13,96181392
12,13,60495851,13,61211509
12,13,25240366,13,24232808
12,13,49455275,13,50382703
12,13,111071219,13,111092038
12,13,90089212,13,80185606
12,13,90089212,13,90933524
12,13,105734036,13,104414393
12,13,58421003,13,57829565
12,13,96266056,13,95724655
12,13,51227354,13,50591950
12,13,89959051,1,555194
12,13,109071050,13,107033468
12,13,109071050,13,108394028
12,13,80228405,13,90385958
12,13,89950364,13,92768803
12,13,89291083,13,80250790
12,13,49947798,13,49107626
12,13,80130862,13,80305315
12,13,36244172,13,36638419
12,13,60640378,13,61120031
12,13,109634859,13,110746657
12,13,97680784,13,96635526
12,13,60480238,1,558787
12,13,90062223,13,91750735
12,13,110738637,13,110727104
12,13,80341134,13,89389021
12,13,89611300,13,80028276
12,13,82164992,13,82984554
12,13,97419577,13,92028789
12,13,104031707,13,104874252
12,13,80305233,13,90482539
12,13,80305233,13,90807271
12,13,80305233,13,91196208
12,13,54751363,13,54466728
12,13,80347711,13,89419270
12,13,80347711,13,89953283
12,13,80347711,13,90068684
12,13,99954267,13,99901097
12,13,65508081,13,31381540
12,13,80315687,13,89758742
12,13,38594133,3,153923374
12,13,68470730,13,66753221
12,13,48769742,13,48993715
12,13,89642916,8,133347245
12,13,89642916,13,90004005
12,13,89642916,13,91032569
12,13,89994303,9,132606818
12,13,90011727,13,80144297
12,13,43661171,13,43627342
12,13,24110744,13,24576217
12,13,109722039,13,109722039
12,13,110869188,13,110270101
12,13,68635412,13,68795354
12,13,90374944,9,132740906
12,13,89305390,13,80026407
12,13,27835505,13,28216672
12,13,90128659,1,555194
12,13,41629532,13,42469357
12,13,31381540,13,65508081
12,13,49452980,13,48695430
12,13,49452980,13,50810755
12,13,69283100,13,69283100
12,13,90308802,9,132998050
12,13,109773035,13,110226221
12,13,98175383,13,98175383
12,13,89280002,13,91214520
12,13,40033808,13,39413734
12,13,43842957,13,43910123
12,13,102733075,13,105305301
12,13,42079893,13,41794390
12,13,109439304,13,109444567
12,13,58127006,1,555194
12,13,26336544,13,26314858
12,13,89455588,9,132723663
12,13,89455588,13,91862833
12,13,98153885,13,97351927
12,13,98153885,13,97888578
12,13,50392829,13,50479421
12,13,19687255,13,19687255
12,13,34868989,13,35187314
12,13,45551937,13,45401161
12,13,55836130,13,58527372
12,13,75395677,13,76035152
12,13,90279000,13,91048279
12,13,99325311,13,99318658
12,13,45555980,13,44930240
12,13,72909252,13,75302045
12,13,34003871,13,34031897
12,13,111102981,13,112136565
12,13,28110674,13,28004878
12,13,46328409,13,47252809
12,13,41593659,13,40846921
12,13,86550521,13,86734581
12,13,90357006,13,80244782
12,13,78551039,13,77991454
12,13,32629214,13,36306514
12,13,35782527,13,36121599
12,13,50198450,13,49133320
12,13,89506742,13,90217473
12,13,27600440,13,28062267
12,13,74490547,13,74063067
12,13,54938623,13,55769094
12,13,89744728,13,80231912
12,13,76916229,13,76530608
12,13,103947135,13,104965416
12,13,74243526,13,74728460
12,13,49574826,11,27392836
12,13,89628020,13,89708256
12,13,77980787,13,77962866
12,13,45270045,13,44931545
12,13,94436219,13,94614470
12,13,89542642,13,89564649
12,13,89542642,13,91269527
12,13,109681578,13,110262191
12,13,24704844,13,24247808
12,13,50677810,13,50637843
12,13,25066398,13,25645036
12,13,54572079,13,47116427
12,13,29667481,13,29347677
12,13,38525732,13,36114422
12,13,80200831,13,89664613
12,13,80200831,13,91025787
12,13,89296993,13,92020348
12,13,78302866,13,77786770
12,13,43374668,13,44450243
12,13,89945747,13,89945747
12,13,72002214,13,70091259
12,13,27923643,13,27898297
12,13,106582360,13,103164732
12,13,89500591,13,89418193
12,13,102350020,13,105947892
12,13,52501150,13,55456552
12,13,76583064,13,76833003
12,13,104933536,13,101160722
12,13,97622537,13,97888578
12,13,90067602,13,90563793
12,13,66982913,13,61669562
12,13,77500003,13,78570179
12,13,42469357,13,41629532
12,13,45269226,13,45735706
12,13,70984293,13,71227584
12,13,40719352,13,40719352
12,13,47174907,13,47224050
12,13,63697769,13,65547316
12,13,45470343,13,46294869
12,13,89471407,13,80213064
12,13,89471407,13,92091158
12,13,87720403,13,87720403
12,13,50182191,13,50154034
12,13,34830200,13,36243518
12,13,28216672,13,27835505
12,13,109493689,13,108800637
12,13,89777007,9,133088421
12,13,90032362,13,91962847
12,13,25175649,13,24510450
12,13,89323711,13,90655788
12,13,80181281,13,90970612
12,13,80181281,13,92710840
12,13,80292344,9,133080282
12,13,45401161,13,45551937
12,13,89588130,13,90713732
12,13,89588130,13,90979391
12,13,75619926,13,75940736
12,13,57009272,13,55845505
12,13,79947112,13,79413587
12,13,61030829,13,61094262
12,13,25411860,13,26039107
12,13,89308116,13,80199855
12,13,80244782,13,89442635
12,13,80244782,13,90275813
12,13,80244782,13,90357006
12,13,80244782,22,21685416
12,13,59878729,13,59698397
12,13,110221609,13,111816285
12,13,54466728,13,54751363
12,13,99263675,13,100411654
12,13,46352465,13,46969198
12,13,37931101,13,38609909
12,13,23496659,13,23070523
12,13,108125120,13,107786281
12,13,99042608,13,99066642
12,13,73988241,13,74432684
12,13,90159693,13,91092588
12,13,98176732,13,98158456
12,13,98176732,13,98215599
12,13,29365094,13,30569938
12,13,80164601,9,133036288
12,13,97132011,13,96450851
12,13,80345645,13,89758742
12,13,23596527,13,23620688
12,13,80119279,13,79998877
12,13,22452193,13,21349374
12,13,72674425,13,72534834
12,13,102649495,13,103496915
12,13,21292939,13,21865037
12,13,90089861,9,133093329
12,13,89769675,13,90100027
12,13,76035152,13,75395677
12,13,86734581,13,86550521
12,13,99749194,13,98186619
12,13,95603953,13,96332488
12,13,41325026,13,41095898
12,13,48273690,13,48273690
12,13,18730124,13,18564467
